,review,Total Star,Menu,Star_opt,Output
273,치킨이 꽁꽁얼어서왔누ㅋㅋ배달료원은 치킨 얼리는데씀ㅋㅋ,★,허니멜로 스윗포테이토 피자/1,"
맛
★
1
양
★
1
배달
★
1
",1.0
274,맛있어요 아주 많이 밥은 양이 너무 적어요 ㅠ,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",2.2
275,맛있게 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
276,굿 깔끔하고 치킨상태 개좋음 존맛임,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
277,살짝 오늘 좀 짠거같아요 그래도 고추바사삭은 역시 존맛탱입니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
278,아이가먹기좋은 사이즈네요잘먹었습니다,★★★★★,"오리지널/1,스윗 마그마소스/3","
맛
★
5
양
★
5
배달
★
5
",4.8
279,피자 치킨 다 식음 다음에 그냥 냉동식품 보내줘라,★,고추바사삭/1,"
맛
★
1
양
★
1
배달
★
1
",1.82
280,바삭하고 맛있습니다,★★★★★,볼케이노＋갈비천왕피자/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
281,색다른 밋이네요  잘먹었어요,★★★★★,"고추바사삭 순살/1(사이드메뉴 추가선택(찹쌀 치즈볼),각무_피클_소스 추가선택(고블링소스))","
맛
★
3
양
★
4
배달
★
5
",5.0
282,친절하고 맛도 좋아요 비린내 전혀 없어요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
283,좋습니다 맛있었어요,★★★★★,"（New） 불금치킨 통다리/1,스윗 볼케이노 통다리/1","
맛
★
5
양
★
5
배달
★
5
",5.0
284,너무맛있게잘먹었습니다,★★★★★,（New） 불금치킨 윙/1,"
맛
★
5
양
★
4
배달
★
4
",5.0
285,굽내 갈비천왕은 진짜 치밥하기가 좋네요 맛있습니다,★★★★★,볼케이노/1(각무_피클_소스 추가선택(마그마소스)),"
맛
★
5
양
★
5
배달
★
5
",5.0
286,도책했을때 이미 차가워짐,★★★,갈비천왕/1,"
맛
★
3
양
★
4
배달
★
3
",2.0
287,잘먹었습다ㅁㅁ,★★★★,（New） 불금치킨/1,"
맛
★
4
양
★
4
배달
★
4
",5.0
288,시카고 피자 맛있고 에그타르트 개존맛,★★★★★,오리지널 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
289,수준이 전문가 수준입니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
290,아이들도 엄창 잘 먹어요 맛있어요,★★★★★,볼케이노 순살/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
291,고추바사삭은 언제 먹어도 맛있네요ㅎㅎ,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.61
292,금요일에 다같이 먹고 일요일에 혼자 또 먹었음ㅋㅋ맛있어서 또 먹었음,★★★★★,갈비천왕 그릴드비프 피자/1,"
맛
★
5
양
★
5
배달
★
5
",4.41
293,후 고추바사삭은 정말 베스트 메뉴입니다전 맵찔이라 소스 두 개 중에 매콤한 소스는 매웠지만 아마 잘 드시는 분들은 맛있을 듯 합니다,★★★★★,（New） 불금치킨 통다리/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
5
",4.22
294,감사합니다 잘먹었어요,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
295,맛있게잘먹었습니당 ,★★★★★,시카고 피자/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
296,저한테는 조금 짠맛이였는데 그래도 맛잇게 잘 먹었습니당 ,★★★★★,볼케이노/1,"
맛
★
4
양
★
5
배달
★
5
",4.39
297,달달합니다 식후감,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
0
",4.0
298,양이 너무 작아진건 기분탓일까요 ㅠㅠ,★★★★,오리지널/1,"
맛
★
5
양
★
4
배달
★
0
",1.63
299,역시 맛있었어요,★★★★★,"고추바사삭 윙/1,배달생맥주 1000ml,,/2","
맛
★
5
양
★
5
배달
★
5
",5.0
300,음식도 빨리나오고 너무 맛있어요,★★★★★,오리지널/1(각무_피클_소스 추가선택(허니멜로 디핑 소스)),"
맛
★
5
양
★
5
배달
★
0
",5.0
301,바사삭을 기대했는데 할인중이라 오래걸려서 그런지 많이 눅눅했어요 에어프라이에 돌려먹으니 맛있었어요,★★★★,"고추바사삭 윙/1,케이준감자,/1","
맛
★
4
양
★
4
배달
★
4
",2.2
302,돼지갈비보다 맛있어요,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",3.8
303,집앞 굽네 맛 없고 위생 더러워서 안시켜 먹다가 고추바사삭 생각나서 먼지점으로 시킴맛있게 먹었습니다 앞으로는 여기로 시켜야 할듯,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",1.41
304,맛있게 잘먹어습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
305,고추바스삭은 언제 먹어도 맛나네요,★★★★,고추바사삭 순살/1,"
맛
★
4
양
★
4
배달
★
4
",4.79
306,역시 고추바사삭 맛있어요,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
307,맛있게 먹었습니다 살짝 맵긴한데 맵찔이도 먹을 수 있는 맛이라 좋았습니당불금치킨은 안매운 불닭볶음면에 갈릭소스 뿌린느낌이에여 맛있어요,★★★★★,갈비천왕 그릴드비프 피자/1,"
맛
★
5
양
★
5
배달
★
5
",4.39
308,배달 예상 시간을 분은 지나서 왔어요ㅠ그래서 그런지 치킨도 식어서 오고다른 지점에서 불금치킨 먹었을 때 맛있어서 시켰었는데 여긴 갈릭소스가 좀 부족했던것 같아요,★★★★,（New） 불금치킨/1,"
맛
★
4
양
★
5
배달
★
2
",1.6
309,오랜만에 볼케이노 시켜서 먹었는데 스트레스 풀리고 좋았습니다,★★★★★,갈릭마왕 반반/1,"
맛
★
5
양
★
5
배달
★
5
",4.57
310,요기패스에 할인까지저렴하고 맛있게 잘먹었어요 밥이랑 찰떡,★★★★★,（New） 바비큐시카고피자/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
311,전혀 맵지도 않고 먹다보니 질려서 제 입맛엔 고추바사삭이 맛있네요,★★★★,오리지널/1,"
맛
★
4
양
★
4
배달
★
4
",2.57
312,맛있었어요역시 순살이 더 좋네요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
313,맛있게 먹었어용,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
314,소스 다 넘쳐서 옴 치밥좀 할려고 소스를 오히려 더달라고 했던 수준이였는데 절반넘게 흘러서옴 순살이라 그런가 양은 너무 적은듯요 저거 딱 한조각먹고 찍은 사진,★★★★★,오리지널/1,"
맛
★
5
양
★
2
배달
★
2
",1.6
315,빨리와서 맛있게 잘먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
316,맛있게 잘 먹었습니다,★★★★★,고추바사삭 순살/1(각무_피클_소스 추가선택(마그마소스)),"
맛
★
5
양
★
5
배달
★
0
",4.8
317,치킨 진짜 맛있어요 다음에도 시킬게요,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
318,맛있어요이벤트로저렴하네요,★★★★★,갈비천왕/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
0
",4.6
319,맛있어요 좋아요,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
320,맛있어요 자주 시켜먹을듯,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",4.61
321,제가 웬만하면 리뷰 좋게 쓰는데 배달시간보다 분 가까이 늦었고 음식은 식어서 왔고 일회용 수저 포크 요청했는데 그것도 빠졌네요저번에도 수저 포크 빠뜨리신 걸로 기억하는데 신경 좀 써주세요,★★,고추바사삭 윙/1,"
맛
★
2
양
★
5
배달
★
1
",1.59
322,막ㅇㄱ엇어요막ㅇㄱ엇어요,★★★★★,오리지널 통다리/1,"
맛
★
5
양
★
5
배달
★
5
",3.01
323,배달비가 원인데 분 예정에 분 더 늦게 왔어요 박스상태보고 배달원이 넘어졌나 싶은 걱정이 잠시 들었다가 그건 또 아닌거 같기도 하고요 ㅎㅎ 여튼 할인받고 잘먹었습니다,★★★★,고추바사삭/1,"
맛
★
4
양
★
5
배달
★
4
",1.4
324,오리지널에 기존소스가 안와서 아쉽네요원래 주는걸로 알고 있는데 맞죠,★★★★★,고추바사삭/1,"
맛
★
4
양
★
5
배달
★
5
",2.19
325,맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
4
양
★
5
배달
★
5
",4.8
326,맛있어요 종종 먹고 싶네요 ㅎ,★★★★★,반반 C/1,"
맛
★
5
양
★
3
배달
★
0
",4.6
327,신메뉴 맛있네요 볼케이노 맛에 느끼한 갈릭소스ㅋㅋ 조합이 좋아요 볼케이노 보다는 안 매워요 암튼 맛있어요,★★★★★,오리지널/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
5
",3.81
328,굽네치킨중에 제일 실망적입니다 고추바사삭이 고추눅눅한이 되었네요 음식은 오자마자 먹었는데도 식은상태라 기분이 상했습니다,★,고추바사삭/1,"
맛
★
1
양
★
1
배달
★
1
",1.4
329,안전포장스티커가 그냥 바로 벗겨지길래 이상해서 자세히 살펴보니 영수증 상단과 하단에 소스가 묻어있고 박스에도 치킨이 있어서 눌린자국이 비어있습니다아무리봐도 빼먹은 흔적같아서 남깁니다,★★★★,"고추바사삭/1,에그미니타르트/1","
맛
★
4
양
★
4
배달
★
1
",1.77
330,이대로 데워먹다가 다 태워먹음 식후감,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",1.8
331,예상시간보다 빨리 만들어서 식은 거 같긴 함 식후감,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",2.02
332,맛나게  잘먹었습니다 마니파세요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
333,저렴히 잘샀어요 맛있어요,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
0
",4.39
334,저렴히잘샀어요 맛있어요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
4
배달
★
0
",4.39
335,친절하고 치킨은 맛있네요,★★★★★,（New） 불금치킨/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
0
",4.8
336,맛있게 잘 먹었습니다,★★★★★,（New） 불금치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
337,맛잇음 배달은 봉지끊어지고 차갑고 난리부르스,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
1
",1.0
338,타지점과 달리 두마리 메뉴가 없고 포장 시 음료를 주지 않습니다 식후감,★★★★,오리지널 콤보/1,"
맛
★
5
양
★
5
배달
★
0
",1.0
339,맛있게 잘먹었습니다,★★★★★,고추바사삭/2,"
맛
★
5
양
★
5
배달
★
0
",5.0
340,맛있게 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
341,계속 생각나는 맛이에요 ,★★★★★,"갈비천왕 그릴드비프 피자/1,갈비천왕 치즈치밥/1","
맛
★
5
양
★
5
배달
★
5
",4.19
342,맛있게 잘 먹었습니다,★★★★,허니멜로/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
4
양
★
4
배달
★
5
",4.8
343,맛있게 잘 먹었습니다 ㅎㅎ,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
344,배달 빠르고 맛있습니다,★★★★★,"고추바사삭/1(음료 추가선택(콜라 1.25L 사이즈업),사이드메뉴 추가선택(볼케이노 치즈치밥))","
맛
★
5
양
★
5
배달
★
5
",4.4
345,너무눅눅하게 왔어요 ㅠㅠ,★★,갈비천왕 윙/1,"
맛
★
3
양
★
3
배달
★
3
",1.4
346,맛있다 냠냠냠냠냠냠,★★★★★,반반 B/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
347,양도 많고 배달도 빠르고 맛있게 잘 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
348,제가 먹었던 굽네치킨 중에 가장 냠냠했어요 앞으로도 잘 부탁드려요,★★★★★,"불금치킨/1,불금치킨 통다리/1,오리지널/1,갈비천왕/1","
맛
★
5
양
★
5
배달
★
5
",4.4
349,넘 맛나요 갸꿀 또 오겠습니다,★★★★★,오리지널 콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
350,볼케이노 갈비천왕 반반으로 맛있게먹었어요 고기잡내안나고 소스 맛있어요,★★★★★,반반 A/1,"
맛
★
5
양
★
3
배달
★
5
",4.59
351,오리지널을 주문했는데 고추바사삭이 왔습니다 이런 어처구니 없는 경우가 계좌번호 남겨주세요  차이내는 금액 입금해드리겠습니다,★,고추바사삭 윙/1(사이드메뉴 추가선택(갈릭크림 바게트볼)),"
맛
★
5
양
★
5
배달
★
1
",1.2
352,잘먹었습니다,★★★★★,고추바사삭 순살/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
5
",5.0
353,굽네치킨 명불허전입니다,★★★★★,"고추바사삭 윙/1(사이드메뉴 추가선택(웨지감자,))","
맛
★
5
양
★
5
배달
★
5
",3.43
354,맛있습니다 꾸르르르ㅡㄹ르맛,★★★★★,불금치킨＋시카고피자＋에그타르트/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
355,엄청나게 많이 팔리는 굽네,★★★★★,고추바사삭/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
0
",4.21
356,굿,★★★★★,오리지널 통다리/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
357,불금에 딱 어울리는 치킨이에오,★★★★★,고추바사삭 윙/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
358,맛있어요 스모키하고 기름지지않아 깔끔해요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.21
359,배송빠르게 잘 받아서 먹었에요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
360,불금치킨 적당한 매운맛과 달콤 소스의 조합 맛나요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
361,늘 굽네에서 오리지날만 먹다가 고추 바사삭은 처음 먹어봤는데 맛있어요,★★★★★,갈비천왕 순살/1(토핑 추가선택(（토핑） 쌀떡_)),"
맛
★
5
양
★
5
배달
★
0
",3.76
362,굽네치킨 구로디지털단지점이 뭔가 더맛잇네요 피자도우도 바삭해서 너무좋앗어요,★★★★,볼케이노 바베큐치킨 피자/1,"
맛
★
5
양
★
4
배달
★
4
",4.8
363,고맙습니다맛있네여,★★★★★,반반 A 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
364,너무 맛있고배달기사님도친절합니자,★★★★★,오리지널 통다리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
365,이벤트날이라 예상시간보다 배달이 늦어졌습니다 다식어서 맛없었네요더욱이나 고추바사삭 양념이 덜 묻혀져있어서 역대 먹은 고추바사삭중에 가장 맛없었어요 식후감힘내세요,★★,고추바사삭/1,"
맛
★
1
양
★
5
배달
★
1
",1.39
366,할인을 해서 저렴하고 맛있게 잘 먹었습니다 굽네피자는 처음인데 기대 이상으로 맛있었습니다,★★★★★,"고추바사삭/1,갈비천왕/1","
맛
★
5
양
★
5
배달
★
0
",4.8
367,달달한거 땡겨서 시켜봤습니다 자극적이지 않아서 좋네요,★★★★★,볼케이노/1,"
맛
★
5
양
★
4
배달
★
5
",4.0
368,맛있게 잘먹었습니다 감사합니다,★★★★★,갈비천왕/1,"
맛
★
4
양
★
4
배달
★
5
",5.0
369,힘내세요잘먹었습니다,★★★★★,"고추바사삭 윙/1,갈비천왕 윙/1,스윗 볼케이노 윙/1","
맛
★
5
양
★
5
배달
★
5
",5.0
370,행사하면 또 시켜먹을께요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
371,맛있어용 구운 치킨 좋아해요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.01
372,항상 맛있게 잘 먹구있어용,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
373,시켯더니 엄청많네요 ㅋㅋㅋ,★★★★★,고추바사삭＋슈림프시카고피자/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
374,좋네요,★★★★★,갈비천왕 윙/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
375,굽네 오랜만에 시켰는데원래 이렇게 양이 적었나요한가지 맛이 유난히 양이 적은이벤트해서 그런가요맛은 언제나 맛있었는데양이 반반인데 두 맛이양이 너무 달라서 아쉬웠어요,★★★★★,갈비천왕 윙/1,"
맛
★
5
양
★
4
배달
★
5
",2.22
376,차갑게 와서 다시 데워 먹었어요 ㅜ 맛있긴 했슴다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
3
",4.8
377,살이 정말 부드럽고 맛있어요 로제 떡볶이에 찍어먹으니 잘 어울리네요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
378,할인행사해서 고추바사삭 올만에 먹었는데여전히 맛있네요배달도 오래걸릴줄 알았는데 예상시간보다 빨리 도착했어요,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.22
379,크리스마스에 좋은사람들과 맛있게 잘먹었습니다,★★★★★,핫 갈비천왕/1,"
맛
★
5
양
★
5
배달
★
5
",4.41
380,맛있게 먹었어요 고바삭은 진리,★★★★★,"고추바사삭/1,오리지널/1","
맛
★
5
양
★
5
배달
★
5
",4.6
381,맛있게 먹었습니다,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
1
",4.59
382,고추바사삭 윙 맛있어요,★★★★,오리지널/1,"
맛
★
4
양
★
4
배달
★
4
",4.8
383,양은 많지 않지만 맛있게 잘 먹었습니다,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
384,맛있다 냠냠냠냠냠냠,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
385,다음번엔 고바순으로,★★★★★,오리지널 콤보/1,"
맛
★
5
양
★
5
배달
★
5
",3.8
386,밥이랑 맛있게 먹었어요 굿굿,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
387,이렇게 매울줄 몰랐어요 맛은 있는데 매워요 불닭볶음면 못먹는 사람은 안되요,★★★★,반반 B/1,"
맛
★
5
양
★
5
배달
★
0
",2.22
388,크리스마스 이브 금요일인걸 까먹고 있었네요 치킨이 차갑게 왔지만 맛있게는 잘 먹었습니다 중간에 껍질에 털인지 하얀게 있었습니다 확인 부탁드려요,★★★★★,고추바사삭/1,"
맛
★
5
양
★
5
배달
★
3
",3.39
389,맛잇어요 ,★★★★★,"고추바사삭/1(각무_피클_소스 추가선택(마블링소스,고블링소스))","
맛
★
5
양
★
5
배달
★
5
",5.0
390,맛있었어요 매콤해서 좋았음 순살도 있으면 더 좋을듯요,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
391,추운 날 수고 많으십니다 빨리 와주셔서 감사합니다,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",3.19
392,정말로 맛있어요배달도빠르고,★★★★★,고추바사삭 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
393,맛있게 잘 먹었어요 예상시간보단 조금 빨리 왔는데 일욜에 추워서 그런지 예상시간이 시간 이상이였어요,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
4
",4.19
394,맛났음 배달도 빨랐음,★★★★★,오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
395,음 치킨이 너무 눅눅해요,★★★★★,고추바사삭 윙/1,"
맛
★
1
양
★
5
배달
★
5
",1.2
396,행사라 늦을건 각오했는데 예정시간보다 분이나 더 걸렸네요 그래서 그런지 다 식어서 와서 좀 아쉬웠습니다 맛은 있었어요,★★★★,고추바사삭 순살/1,"
맛
★
4
양
★
5
배달
★
3
",2.8
397,순살은 처음 먹어보는데  닭다리살이라 확실히 맛있습니다 굽네에선 고추바사삭이 제일 맛있는거 같습니다가격에 비해 양이 적은건 좀 아쉽네요 ㅠ,★★★★★,불금치킨 순살/1(각무_피클_소스 추가선택(오매불맛 소스)),"
맛
★
5
양
★
3
배달
★
0
",3.43
398,피자 모양 망가졌고 따뜻하지도 안아요포장지 외부 축축하네요,★★★,오리지널/1,"
맛
★
4
양
★
4
배달
★
4
",2.4
399,할인 돼서 직원들 한마리씩 사서 줬어요집에서 가까우니 쵝오네요,★★★★★,볼케이노/1,"
맛
★
5
양
★
5
배달
★
0
",4.2
400,콜라는 왜 안주나요어젠 있었는데 ㅠㅠ,★★★★★,고추바사삭＋시카고피자＋에그타르트/1(음료 추가선택(콜라 1.25L 사이즈업)),"
맛
★
5
양
★
5
배달
★
0
",3.64
401,고추바사삭은 언제나 실망시키지 않네요ㅎㅎ,★★★★★,고추바사삭 윙/1(사이드메뉴 추가선택(에그미니타르트)),"
맛
★
5
양
★
5
배달
★
5
",4.8
402,고추바사삭 너무 맛나요,★★★★★,굽네 오리지널/1(사이드 메뉴(찹쌀 치즈볼)),"
맛
★
5
양
★
5
배달
★
0
",5.0
403,매콤했어요 잘 먹었어요,★★★★★,"페퍼로니 찹찹 피자/1,고추바사삭,（순살）/1,바게트볼（갈릭크림）2개/1","
맛
★
4
양
★
5
배달
★
5
",4.6
404,맛있게 잘 먹었습니다,★★★★★,굽네 갈비천왕 윙/1(사이드 메뉴(매콤치즈 웨지감자)),"
맛
★
5
양
★
5
배달
★
0
",4.8
405,굽네는 늘 맛있어요 튀기지 않아서 더 찾게 됩니다 고추 바사삭도 맛있고 오리지널도 소스에 찍어 먹으면 더 맛있어요 기온이 갑자기 내려간 그래서 추운 오늘 저냑인데 먼 거리까지 갖다 주셔서 감사히 잘 먹었습니다,★★★★★,굽네 오리지널 통다리/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
406,맛있어요,★★★★★,"고추바사삭,（윙）/1(사이드 메뉴(치킨 무,찹쌀 치즈볼))","
맛
★
5
양
★
5
배달
★
5
",5.0
407,할인좋아요맛있어요,★★★★★,"고추바사삭,（한마리）/1","
맛
★
5
양
★
5
배달
★
0
",4.0
408,저렴히잘샀어요 좋아요,★★★★★,"고추바사삭,（윙）/1","
맛
★
5
양
★
5
배달
★
0
",4.4
409,감사합니다너무맛있어요,★★★★★,굽네 오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
410,맛있어요 추천합니다,★★★★★,"고추바사삭,（한마리）/1(사이드 메뉴(콜라 1.25L,고블링 소스 추가))","
맛
★
5
양
★
5
배달
★
5
",5.0
411,맛있게 잘먹었습니다,★★★★★,두마리）오리지널＋갈비천왕/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
412,배달이 빨리 왔습니다 항상 맛있어요,★★★★★,"고추바사삭,（윙）/1","
맛
★
5
양
★
5
배달
★
5
",4.8
413,잘 먹었습니다 좋습니다,★★★★★,굽네 볼케이노/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
414,맛있게잘먹었습니다,★★★★★,"고추바사삭,（윙）/1","
맛
★
5
양
★
5
배달
★
0
",5.0
415,배달도 도착예정시간보다 분정도빨리오구 와 맨날 뻑뻑살부분 시키면 너무뻑뻑해서 고밍하다 그냥시켰는데 여기는 뻑뻑살부분도 부드럽네요 이제 여기점만 시켜먹을듯 ㅜ진짜맛있게잘먹었습니다,★★★★★,"굽네 갈비천왕/1(사이드 메뉴(콜라 1.25L)),굽네 볼케이노＋쌀떡볶이/1,매콤치즈소떡소떡/2","
맛
★
5
양
★
5
배달
★
5
",1.99
416,오랜만에 먹으니 맛있네요식후감,★★★★★,"굽네 볼케이노＋쌀떡볶이/1,참이슬 후레쉬/1","
맛
★
5
양
★
4
배달
★
0
",4.19
417,굿,★★★★★,굽네 오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
418,고추바사삭은 역시 순살이죠고블링 마블링 두소스에 찍어서 먹으면세상맛있는 취킨이 한입 구워서 더맛있는 굽네고추바사삭 순삭바사삭이요,★★★★★,"고추바사삭,（순살）/1","
맛
★
5
양
★
5
배달
★
5
",4.8
419,예상시간보다 빨리 받았고 역시 굽네 오리지널이 담백하고 맛있어요,★★★★★,굽네 오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.01
420,배달도 빠르고 굽네 맛있어요,★★★★★,굽네 오리지널/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
421,고추바사삭은 진리 ,★★★★★,"고추바사삭,（한마리）/1","
맛
★
5
양
★
5
배달
★
0
",4.0
422,맛있게 잘 먹었어요,★★★★★,갈릭마왕 반반（한마리）/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
423,최악입니다치킨 배달시간이 분 이상 걸리는것도 힘든데도착시간이 분이 지나도 소식도 없길래 매장에 전화를 번 했는데 받지도 않고주문취소하니 안된다고 해서 다시 전화를 하니번씩이나 바로 끊고받아서 왜 연락이 안되냐니까 바빠서 그렇다는말만하고배달 출발했다길래 출발시간 물어보니까 분이나 이전이라고 해서 그럼 다 식었을거 아니냐고 새로 해달라고 하니까 그제서야 분전에 출발했다고 하고분전에 출발했다는 음식이 통화 후 분만에 왔는데 다 식어있고 치킨은 분만에 식나봅니다최악입니다 다신 안시켜요,★,굽네 오리지널/1,"
맛
★
1
양
★
1
배달
★
1
",1.19
424,맛잇어요 ㅎㅎㅎ 칰킨짱,★★★★★,"오리지널 치트킹 세트 （매콤치즈）/1,콜라 1.25L¸¸/1","
맛
★
5
양
★
5
배달
★
0
",4.8
425,맛잏어요배달빠르고짱짱,★★★★★,굽네 오리지널 순살/1,"
맛
★
5
양
★
5
배달
★
5
",3.4
426,새우시카고피자 시켯어야됏는데 잘못시켯어요 ㅠㅠ 다음에 먹어야지요 ㅠㅠ,★★★★★,"고추바사삭,（윙）/1","
맛
★
5
양
★
5
배달
★
5
",4.79
427,추운날씨에 감사합니다,★★★★,"고추바사삭,（한마리）/1","
맛
★
5
양
★
5
배달
★
5
",2.82
428,맛잇게 잘 먹옷습니다,★★★★★,"고추바사삭,（순살）/1","
맛
★
5
양
★
5
배달
★
5
",5.0
429,치킨은 사랑입니다  맛있게 잘먹었어용,★★★★★,"고추바사삭,（한마리）/1","
맛
★
5
양
★
5
배달
★
5
",5.0
430,누락된 음식도 바로 갖다주시고 맛있게 잘 먹었습니다근데 피자는 그냥저냥  제 취향은 아닌걸로 ,★★★★,"고추바사삭,（순살）/1,에그미니 타르트/1","
맛
★
4
양
★
4
배달
★
4
",3.81
431,굽네는 가격이 부담스러워도 한번만 시켜먹을 수는 없는 맛이에요특히 저는 갈비천왕이 너무너무 맛있어요뒤돌면 생각나는 맛,★★★★★,굽네 스윗 볼케이노 순살/1(사이드 메뉴(쌀떡)),"
맛
★
5
양
★
5
배달
★
5
",3.42
