,review,Total Star,Menu,Star_opt,Output
249,교촌 치킨 바삭하고 맛있어요 직접 픽업도 친절하게   포장해주시네요 추천합니다,★★★★★,교촌레허반반순살/1(디핑소스 추가(교촌잠발라야소스)),"
맛
★
5
양
★
5
배달
★
0
",5.0
250,역시 치킨은 교촌이죠,★★★★★,교촌레드콤보/1(사이드 메뉴(교촌웨지감자（세트）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
251,콜라안줘서 별뺐습니다,★★★,교촌콤보/1,"
맛
★
5
양
★
1
배달
★
5
",4.8
252,믿고먹는교촌 맛잇습니다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
253,역시 교촌순살이 재일 맛있어요,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
254,역시 맛나요 잘먹었습니다,★★★★★,교촌콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
255,교촌레드순살맛있어요,★★★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.8
256,맛있었어요 잘 먹었습니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
257,셋이서 가뿐히 공략 완료 잘 먹었습니다 먹느라 사진을 못 찍어서 다 먹은 거라도 찍었어요 ㅎㅎ,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
258,맛있고 양도 많네요,★★★★★,교촌허니오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
0
",4.8
259,교촌은 진짜 너무 맛있어요,★★★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
0
",5.0
260,교촌허니는 진리,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
0
",4.39
261,교촌허니콤보 정말 맛있습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
262,양도 맛도 모두  굿 입니다역시 치맥은 교촌 허니콤보,★★★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.8
263,교촌 치킨은 진리입니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
264,맛있게 잘 먹었습니다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
265,잘먹었습니다 번창하세요,★★★★,교촌반반콤보/1,"
맛
★
4
양
★
5
배달
★
5
",5.0
266,교촌은 언제나 맛있고 또 시켜먹고싶네요,★★★★★,교촌허니콤보/1(디핑소스 추가(교촌무우)),"
맛
★
5
양
★
4
배달
★
4
",4.58
267,맛있어요 교촌은 언제나진리,★★★★★,"교촌레허반반순살/1,콜라（1.25L）사이즈업/1","
맛
★
5
양
★
5
배달
★
5
",4.59
268,오늘은 양념이 넘 안섞인듯하네요넘 양념이 안배여서 이맛도 니맛도 아니네요사장님이 바뀌셨는지 예전맛이 아니네요,★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
2
양
★
5
배달
★
4
",1.82
269,교촌 허니콤보는 항상 맛있어요,★★★★★,교촌레드오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
270,맛있어요짱,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
271,포장해서 먹었는데 맛있어요,★★★★★,교촌오리지날/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
272,맛있게 잘 먹었습니다잘 튀겨주셔서 감사합니다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
273,맛있게잘먹었습니다,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
274,ㅠ,★★★★★,교촌레허반반순살/1,"
맛
★
5
양
★
3
배달
★
5
",2.38
275,잘먹었습니다 맛있어요 ,★★★★★,"교촌오리지날/1,교촌허니오리지날/1","
맛
★
5
양
★
5
배달
★
5
",5.0
276,레드콤보는 항상 맛있어요 ㅎㅎ,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
0
",4.79
277,항상 먹지만 교촌이 진리임다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
278,좋아요 맛도 좋아요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
279,레드콤보 맛있어용,★★★★★,"교촌레드순살[R]/1,교촌허니순살[R]/1","
맛
★
5
양
★
5
배달
★
5
",4.59
280,교촌치킨 잘먹었니다 그런데 웨지감자에 원래 시즈닝이 있었던것으로아는데박스도바뀌었고요 제조방식이 달라진건가요 이전보다 웨지감자맛이 떨어졌네요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",1.82
281,맛있게 잘 먹었습니다,★★★★★,교촌허니콤보/1(디핑소스 추가(교촌무우)),"
맛
★
5
양
★
5
배달
★
0
",4.8
282,맛있었어요 잘 먹었어요,★★★★★,교촌리얼후라이드순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
283,맛잇구 빼달이 빨랃서요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
284,포장 해서 먹으면 좋네요 가까워서 치킨먹고싶을때 포장주문 해야겠습니다 잘먹었습니다,★★★★★,"교촌오리지날/1,교촌레드오리지날/1","
맛
★
5
양
★
5
배달
★
0
",3.98
285,빠르고 맛있게 너무좋아요달콤함에 더욱맛있네요,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
286,맛있어요 배달도 빨랐어요,★★★★★,교촌레드윙/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
287,배달도 뻐르시고 재주문 맛있어요,★★★★★,교촌순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
288,바삭바삭해서 맛있어요,★★★★★,교촌레드오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.6
289,식후감배달빠르고 맛있었어요 치킨 사진을 못찍어서 서비스로 받은 칩 올립니다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
290,오늘도 맛있게 잘 먹었어요,★★★★★,"교촌레허반반순살/1,교촌무우/1","
맛
★
5
양
★
5
배달
★
5
",5.0
291,치킨은 교촌이 짱,★★★★★,"교촌레드콤보/1,교촌허니콤보/1","
맛
★
5
양
★
5
배달
★
0
",4.8
292,치킨은 역시 교촌,★★★★★,"교촌레드오리지날/1,생맥주（1000cc）/3","
맛
★
5
양
★
5
배달
★
5
",4.4
293,너무 마싯다 웨지감자랑 너무너무 잘 어울려여,★★★★★,교촌레허반반순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
294,굿뜨 항상 시켜먹어여,★★★★★,교촌레허반반순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
295,치킨 맛있게 잘 먹었습니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
0
",4.6
296,맛있고 준비 빨라요,★★★★★,"시그니처순살세트/1,콜라（1.25L）사이즈업/1","
맛
★
5
양
★
5
배달
★
0
",4.8
297,콤보가 젤 맛있지요 ㅎㅎ 쿠폰 장 모았는데 모레 이사갈거라서 내일 또 주문하려구요ㅎㅎ 오늘도 맛있게 잘 먹었습니다,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
298,최고입니다,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
0
",5.0
299,맛있었어요 잘 먹었습니다,★★★★★,"교촌허니콤보/1,콜라（1.25L）사이즈업/1","
맛
★
5
양
★
5
배달
★
5
",5.0
300,배달도 빨랐고 뜨겁게 먹을수 있어서 좋았어요 맛있었어요 허니콤보 짱,★★★★★,교촌허니오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
301,역시  아주 맛있네요 배달도 예상시간보다 빨리 왔어용ㅎㅎ,★★★★★,"교촌허니콤보/1,교촌반반콤보/1","
맛
★
5
양
★
5
배달
★
5
",5.0
302,좋아요,★★★★★,시그니처세트/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
303,오랜만에 허니 먹고싶어서 시켰습니다 이사 온 후로 첨인데 허니 콤보가 없어서 고민의 시간을 좀 가졌지만 허니 오리지날도 맛있었습니다 ㅎㅎ,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.16
304,잘먹었습니다 ,★★★★★,교촌레드윙/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
305,배달도 금방 오고 바삭하니 맛있었어요,★★★★★,교촌콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
306,맛있게 잘 먹었습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
307,기름기 많고 소스는 덜 묻혀져 있고 살은 딱딱하고 양은 적고 최악입니다,★,교촌오리지날/1,"
맛
★
1
양
★
1
배달
★
4
",1.2
308,역대급으로 맛이 없었네요,★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
1
양
★
4
배달
★
4
",1.18
309,교촌치킨만 시켜서 먹지요 ㅎㅎ,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",3.4
310,배달도 빠르고 맛있게 먹었습니다,★★★★★,시그니처순살세트/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
311,교촌 허니콤보 알고있는 그맛이에요 항상 맛있습니다,★★★★★,교촌레드윙/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.6
312,오자마자 먹느라 사진을 깜빡 했네요너무 ,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",2.63
313,픽업으로 따뜻하게 잘 먹었습니다 ,★★★★★,교촌반반윙/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
0
",4.6
314,항상 잘 먹고 있습니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
315,역시 교촌입니당 맛있어요,★★★★★,"시그니처순살세트/1(사이드 메뉴(선택안함)),교촌레허반반순살/1(사이드 메뉴(선택안함),디핑소스 추가(레드디핑소스))","
맛
★
5
양
★
5
배달
★
5
",4.8
316,간만에  먹었는데  매콤하니  맛나요 ,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
317,맛있어요 잘먹었습니다,★★★★★,교촌허니순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
318,맛있게 잘 먹었습니다 ,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
319,너무 맛있게 잘먹었습니다 ㅎㅎ,★★★★★,"교촌오리지날/1,소주（참이슬후레쉬）/1","
맛
★
5
양
★
5
배달
★
0
",5.0
320,허니는 언제나 맛있습니당,★★★★,"교촌레드콤보/1,교촌콤보[S]/1","
맛
★
5
양
★
4
배달
★
1
",4.78
321,와우시 쯤 약간 한가한 시간에 시키긴 했는데 완전 뜨끈 뜨끈 빠르게 도착해서 맛있게 먹었습니다ㅠㅠ ㅎㅎㅎ 역시할인 행사 안해도 미워항 수 없는 교촌 ㅠㅠㅎㅎ최고요 ㅎㅎ,★★★★★,교촌허니순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
322,항상 잘먹어요  배고파서 먹다 찍었네요 ㅜㅋ,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
323,허니콤보 맛있게 잘먹었습니다,★★★★★,교촌레드오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.8
324,배달 빠르고 요청사항도 잘들어주시고 일단 마시씀니당,★★★★★,"교촌오리지날/1(사이드 메뉴(선택안함)),콜라（1.25L）사이즈업/1","
맛
★
5
양
★
5
배달
★
5
",4.2
325,맛있고 배달 빨라요,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
326,역시 믿고 먹는 교촌입니당,★★★★★,교촌반반콤보/1(사이드 메뉴(선택안함)),"
맛
★
4
양
★
5
배달
★
5
",5.0
327,레드오리지널이 맛이 좀 없네요예전이랑 양념맛이 좀 다르네요ㅠ,★★★★,"교촌레드콤보/1,교촌콤보[S]/1,하바네로마요소스/1","
맛
★
3
양
★
5
배달
★
5
",2.38
328,항상 맛있게 잘 먹고있습니다,★★★★★,시그니처순살세트/1(사이드 메뉴(교촌칠리포테이토)),"
맛
★
5
양
★
5
배달
★
5
",4.8
329,맛있게 먹음,★★★★★,교촌오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
330,아이들이 순살은 여기를 좋아해요,★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.81
331,식후감늘 맛있습니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
332,맛있어요 배달이 조금늦어요,★★★★★,"교촌허니콤보/1,교촌레드콤보[S]/1,교촌무우/1","
맛
★
5
양
★
5
배달
★
2
",2.79
333,교촌 언제 먹어도 맛있어요담날 식은거 막었는데도 맛있네용,★★★★★,교촌윙/1,"
맛
★
5
양
★
5
배달
★
0
",4.8
334,맛있게 잘먹었어요,★★★★★,"교촌레드순살[R]/1,교촌허니갈릭소스/1","
맛
★
5
양
★
5
배달
★
5
",5.0
335,감사합니다 잘 먹었어요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
336,허니쬐은 평소보다 딱딱하고 양도 매우적게 느껴졌네요 시킬때마다 기복이있는편이네요,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
1
배달
★
3
",2.41
337,맛도좋고배달도괜찮지만 이벤트사이드메뉴빠트린게 살짝아쉽네요 ㅜ다음번배달때 찹카사바 두개주신다고하셨으니 그래도만족 잘먹었습니다,★★★★★,교촌반반콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
338,맛있었어요 잘 먹었습니다,★★★★★,교촌레드윙/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
339,맛있게 잘먹었습니다,★★★★★,"교촌허니콤보/1,교촌반반오리지날/1","
맛
★
5
양
★
5
배달
★
5
",5.0
340,교촌치킨 넘 맛있어요,★★★★★,"교촌레드윙/1(사이드 메뉴(칩카사바),디핑소스 추가(교촌무우))","
맛
★
5
양
★
5
배달
★
5
",4.8
341,맛있게 잘 먹었습니다,★★★★★,교촌허니오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
0
",4.8
342,맛있게 잘 먹었습니다,★★★★★,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),"
맛
★
5
양
★
5
배달
★
5
",4.8
343,빠르고 맛있습니다,★★★★★,교촌반반콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
0
",4.4
344,역시 우리동네 최고 맛집,★★★★★,교촌리얼후라이드/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）)),"
맛
★
5
양
★
5
배달
★
5
",4.61
345,좋아요 좋아요 좋아요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
346,맛있어용 레콤 짱짱,★★★★★,"교촌허니콤보/1,레드디핑소스/1","
맛
★
5
양
★
5
배달
★
0
",4.79
347,레드윙봉 윙이 더 많은 느낌이네요 맛있게 먹었습니다,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
348,맛있게 잘 먹었습니다,★★★★★,교촌반반윙/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
349,맛잇어요 맛잇어요,★★★★★,"교촌반반순살[R]/1(사이드 메뉴(선택안함),디핑소스 추가(레드디핑소스))","
맛
★
5
양
★
5
배달
★
5
",5.0
350,배달도 빠르고 맛있었습니다,★★★★★,"교촌허니콤보/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）),디핑소스 추가(교촌무우)),교촌레드순살[S]/1","
맛
★
5
양
★
5
배달
★
5
",4.8
351,너무 맛있게 먹었어요,★★★★★,교촌반반순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
352,너무 맛잇게 잘 먹었어요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
353,잘먹었습니다 넘 맛있어요,★★★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
354,배달이오래걸리는거는 예상했지만좀식어서 왔네요그래도 맛있게 묵었어요,★★★★★,교촌레드윙/1,"
맛
★
5
양
★
5
배달
★
4
",3.6
355,빠르게 보내주셔서 잘 먹었습니다,★★★★★,교촌반반윙/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
356,맛있게 먹었습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
357,매번 주문해도 만족 스럽습니다,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
358,맛있게 잘 먹었습니다,★★★★★,"교촌레드오리지날/1,교촌허니오리지날/1","
맛
★
5
양
★
5
배달
★
4
",4.8
359,맛있어요오오오ㅎㅎㅎㅎㅎ,★★★★★,교촌허니순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
360,맛있게 먹었습니다 카사바 칩은 조금 아쉽네요 닭은 이전보다 커진듯한 느낌이였고 이전에 먹었던게 다 맛있었던거 같아요 그래도 맛있게 먹었습니다,★★★★,교촌레드콤보/1(디핑소스 추가(교촌무우)),"
맛
★
2
양
★
3
배달
★
5
",3.61
361,배달은 분만에 왔지만 맛있게 먹었습니당,★★★★★,미린다파인（1.25L）/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
362,맛있음 교촌은 원래마시슴,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",2.77
363,맛있어요역시허니짱짱,★★★★★,발사믹치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
364,맛있게 잘 먹었어요,★★★★★,시그니처세트/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
365,잘받았습니다 감사합니다,★★★★★,"교촌허니콤보/1(사이드 메뉴(선택안함)),생맥주（500cc）/1,생맥주（2000cc）/1","
맛
★
5
양
★
5
배달
★
5
",4.8
366,배송도 빠르고 좋았는데치킨이 약간 눅눅했어요조금 아쉬웠습니다,★★★★,시그니처세트/1,"
맛
★
4
양
★
5
배달
★
5
",1.2
367,맛있어요 이 지점만 시켜먹네요,★★★,교촌반반콤보/1,"
맛
★
3
양
★
3
배달
★
3
",4.59
368,쨥쵸름 레드허니콤보 맛있어용 ,★★★★★,교촌레드오리지날/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
4
배달
★
5
",4.79
369,오랜만에  먹는데 역시 맛있습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.58
370,너무너무 맛있게 잘 먹었습니다 뒤늦게 연락했음에도 불구하고 사은품까지 챙겨주셔서 넘 감사해요,★★★★★,교촌레드윙/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
371,맛있게 잘 먹었습니다,★★★★★,교촌반반윙/1(사이드 메뉴(교촌고르곤치즈볼)),"
맛
★
5
양
★
5
배달
★
5
",4.8
372,교촌치킨 진짜 오랜만에 먹는데 너무 맛있었어요반반콤보가 제일 맛있는것같아요 ㅎㅎㅎㅎ다음엔 허니콤보 먹으려고요맛있게 해주셔서 너무 감사하고 건강조심하세요,★★★★★,교촌리얼후라이드/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.79
373,맛있게 먹었습니다,★★★★★,교촌오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
374,반레드콤보가 있어서 넘 좋아요,★★★★★,교촌리얼후라이드순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
375,배달빠르고 맛있습니다,★★★★★,"교촌허니콤보/1(디핑소스 추가(교촌무우,레드디핑소스))","
맛
★
5
양
★
5
배달
★
5
",4.8
376,맛있게 잘 무씀다,★★★★★,"교촌레드윙/1,교촌무우/1","
맛
★
5
양
★
5
배달
★
5
",4.8
377,맛있게 잘먹었습니다,★★★★★,"교촌레드콤보/1,교촌잠발라야소스/1","
맛
★
5
양
★
5
배달
★
5
",5.0
378,언제나 맛납니다,★★★★★,"교촌반반콤보/1,교촌콤보[S]/1","
맛
★
5
양
★
5
배달
★
5
",4.78
379,식후감치킨은 교촌이지요 치킨은 교촌만 냠냠,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",3.18
380,예상시간보다 빨랐고 맛있어요,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
381,맛있게 잘 먹었습니다,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
382,맛있게 잘먹었습니다,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
383,존맛탱입니다 배달도 빨리 왔어요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
384,교촌은 허니콤보웨지 감자도 맛있어요,★★★★★,교촌허니순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
385,늘 맛있어요 서비스로 주신 감자튀김은 급하게 먹느라 못찍었는데 잘 먹었습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
4
",4.01
386,ㅂ바삭하니 맛있습니다,★★★★★,"레드오리지날＋퐁듀치즈볼[6개]/1,미린다파인（1.25L）/1","
맛
★
5
양
★
5
배달
★
5
",4.8
387,맛있게 잘 먹었습니다,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
388,분 예정이었는데 분만에 왔어요허니콤보는 원래 맛있고ㅎㅎ매번 이 지점에서 시키는데 양 많고 맛있습니당,★★★★★,교촌허니콤보/2,"
맛
★
5
양
★
5
배달
★
5
",4.41
389,항상 맛있게 잘 묵고 있어요,★★★★★,교촌리얼후라이드/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",5.0
390,치킨은 순삭하고 감튀 사진만 남았네요 잘 먹었습니다,★★★★★,교촌콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
391,양도많고 맛있어요,★★★★★,"시그니처세트/1,교촌레허반반순살/1(디핑소스 추가(레드디핑소스))","
맛
★
5
양
★
5
배달
★
5
",4.8
392,맛있었어요 교촌치킨 굳,★★★★★,교촌레드오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
393,자주 먹어도 치킨의 진리는 역시 교촌입니다 맛 배달 뭐하나 부족한게 없네요 굿,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
394,배달 예상시간보다 너무 빨리 배달해 주셔서 놀랐습니다 항상 주문하는 상품,★★★★,교촌허니오리지날/1,"
맛
★
4
양
★
4
배달
★
5
",2.92
395,맛있어요,★★★★★,"교촌허니순살[R]/1,교촌레드콤보/1,교촌무우/1","
맛
★
5
양
★
5
배달
★
5
",5.0
396,맛있게 잘먹었습니다,★★★★★,교촌허니콤보/2,"
맛
★
5
양
★
5
배달
★
5
",5.0
397,잘 먹었습니다 ㅎㅎ,★★★★★,교촌반반오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
398,맛도좋고 배달도 예상보다빠르게왔습니다잘묵었습니다,★★★★★,교촌반반콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
399,맛있습니다,★★★★★,교촌레허반반순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
400,뜨끈뜨끈하게 잘 배달왔어요 무겁지 않고 가벼운 껍질이 정말 맛있어요  날개 다리 구성도 너무 좋아요  사이좋게 다리 하나씩 먹으면 배불러요 고기질이 좋아서 단골할거에요,★★★★★,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),"
맛
★
5
양
★
5
배달
★
5
",4.8
401,맛있고 쉽게안질리네요,★★★★★,교촌레허반반순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
402,식후감 맛있게 잘 먹었습니다,★★★★★,"교촌허니순살[R]/1(사이드 메뉴(선택안함)),콜라（500ml）사이즈업/1","
맛
★
5
양
★
5
배달
★
5
",4.6
403,맛이 아주 굿이에요옹,★★★★★,"교촌레드콤보/1,교촌콤보[S]/1","
맛
★
5
양
★
5
배달
★
5
",4.61
404,굽네는 진짜 사 먹을 수 밖에 없어요,★★★★★,교촌허니순살[R]/1,"
맛
★
5
양
★
5
배달
★
5
",2.39
405,항상 맛나게 잘먹구 있습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
406,할인하길래 도전해봤는데 나쁘진않았음뿌려먹는 발사믹소스 정도꺼지는 괜찮지만 찍먹은 양 아닌듯 치킨자체에 발라진 소스 자체로가 가장 베스트,★★★★★,교촌레드스틱/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.0
407,맛있게 잘 먹었습니다,★★★★★,교촌레드콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.8
408,교촌 가끔 먹는데 늘 이지점만 시킴근데 치킨 상태가 ㅋㅋㅋㅋㅋㅋ 다른 어플 쓰다 이걸로 갈아탔는데안씹혀요ㅠ 환불좀ㅋㅋㅋㅋㅋㅋㅋ,★,교촌반반순살[R]/1,"
맛
★
1
양
★
3
배달
★
3
",1.0
409,맛있습니다 역시 교촌,★★★★★,교촌허니콤보/1(사이드 메뉴(선택안함)),"
맛
★
5
양
★
5
배달
★
5
",4.8
410,맛있고 좋았습니다,★★★★★,교촌콤보/1(디핑소스 추가(교촌무우)),"
맛
★
5
양
★
5
배달
★
5
",5.0
411,배달이늦엇지만따뜻하게역시나맛있게잘먹었어요,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
412,배달도 예상보다 빨리왔구 바삭바삭 넘 맛있네요 잘먹었습니다,★★★★★,교촌레드콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
413,따뜻하게 와서 맛있게 잘먹었어요,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
414,배송도빠르고 맛잇게 잘 먹엇습니다,★★★★★,"교촌레드순살[R]/1,교촌허니순살[R]/1,교촌무우/2","
맛
★
5
양
★
5
배달
★
5
",5.0
415,ㅋㅋ,★,교촌레드오리지날/1,"
맛
★
1
양
★
1
배달
★
1
",3.58
416,맛있게 잘 먹었어요,★★★★★,교촌레드윙/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
417,바삭바삭 치킨 맛있고 배송도 빠르고 좋아요,★★★★★,교촌허니오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
418,역시 독산호점 교촌,★★★★★,교촌허니오리지날/1(사이드 메뉴(교촌웨지감자（세트）)),"
맛
★
5
양
★
5
배달
★
5
",4.6
419,맛있게 잘 먹었습니다,★★★★★,교촌허니콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
420,맛있었어요,★★★★★,교촌레드오리지날/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
421,가격이 원 올랐지만 그래도 맛있어요,★★★★★,"교촌레드콤보/1,교촌허니콤보/1","
맛
★
5
양
★
5
배달
★
5
",3.61
422,이벤트로 보내주신 웨지감자 잘먹었습니다 근데 오늘따라 간이 약한거 같은데 기분탓이겠죠거의 후라이드랑 별 차이가 없는거같았어요ㅠ,★★★★,"교촌레허반반순살/1,생맥주（1000cc）/1","
맛
★
4
양
★
4
배달
★
3
",3.2
